recipe_id,recipe_title,recipe_serves,recipe_reviews,recipe_steps,recipe_images
14943,Lamb and Sweet Potato Stew,Serves: 4,[],"['1. In a small saucepan, toast the whole spices (cumin and white peppercorn) over medium-high heat for roughly 1 minute. Add turmeric and paprika, then the cinnamon. Once fragrant (it should smell pretty fantastic), place the toasted spices into a grinder or mortar (I use the latter) and grind them into a rough powder.', '2. In a large bowl, toss the cubed lamb with a teaspoon of salt and the spices.', ""3. In a large stew pot, heat the olive oil. Add the lamb and let it brown for several minutes. Push it aside and add the onion directly to the pan, and cook for a few minutes until it starts to soften and brown. Don't be alarmed by the fat and oil that will begin to accumulate in the pan\xe2\x80\x94you want that, trust me. Push the lamb and onions to the side and add the tomato paste directly to the pan. Stir the paste to coat it in fat and oil, and cook until the tomato is caramelized, roughly 5 minutes. Follow your nose\xe2\x80\x94it will smell deep and rich, rather than raw."", '4. Add the wine and broth and bring to a simmer, then add the sweet potato. Simmer until the potatoes are tender, then taste and adjust the salt.  At this point, you can stop, turn off the heat, and let it rest on the stove, covered until dinner\xe2\x80\x94it will just get better.', ""5. If you've turned off the heat, bring the mixture back to simmering. Add the prunes and lemon and orange zest, stir, and taste. Add more lemon and orange zest to taste. This is a sweet-ish stew, so serve with lemon wedges, and some good bread, if you like. And wine.""]","['https://images.food52.com/L_dm5puFFMYE5ek7WwI7kdiC0d0=/753x502/8777e8ab-66f0-411d-9761-7b6f08d49d0b--2015-0317_lamb-and-sweet-potato-stew-023.jpg', 'https://images.food52.com/7_AwZEv5qotQ7dYs1L_oWLbBL7A=/753x502/613326aa-634d-4a55-9830-fa6f30f3aa41--lamb_sweet_potato_stew.JPG']"
19937,"Farro with Roasted Sweet Potato, Kale and Pomegranate Seeds","Serves: 3 - 4 as a main course, or 6 as a side dish","['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Dark, Leafy Greens', 'This recipe was entered in the contest for Your Best Pomegranates']","['1. Combine farro with 4 cups water in a medium saucepan. Bring to a boil over high heat. Reduce heat to medium-low, cover and simmer until grains are nearly tender (about 20 minutes). Add one teaspoon salt, stir and simmer until grains are tender (another 10 minutes or so). Drain excess water, then place grains into a large bowl and allow to cool.', '2. Preheat oven to 400\xc2\xb0F. Toss onion with enough oil to lightly coat, but not soak. Spread across a baking sheet and sprinkle with a generous pinch of salt. Toss sweet potato with oil in a similar fashion and spread on a separate sheet pan. Sprinkle with cumin, coriander and a pinch of salt. Place both baking sheets in the oven and roast until vegetables are tender and onions have begun to brown. The onions will be done before the sweet potatoes. Stir and turn vegetables at least once during cooking.', ""3. When vegetables are nearly done roasting, spread walnuts on a third sheet (or in an oven-safe dish, if you've run out of baking sheets) and toast until they have darkened in color and are fragrant (place your nose close, but not too close, to the pan to take a whiff), about 5 to 8 minutes. Keep a watchful eye on the nuts as they will quickly burn in a hot oven. If you prefer, wait until vegetables have finished cooking and been removed from the oven. Turn the temperature down and toast the nuts. When nuts are done, cool completely, then roughly chop into small pieces."", '4. While vegetables and nuts cook, heat 1 to 2 tablespoons olive oil in a large skillet. Add kale and garlic and lightly saut\xc3\xa9 until kale has wilted but is still bright green in color. Stir to cook evenly. Scrape cooked greens mixture into the bowl with farro. Add sweet potato and onion. Fold the ingredients together, then drizzle with a bit of fruity extra virgin olive oil to moisten (a tablespoon or so) plus lemon juice to taste (about one tablespoon, or less if you are using ordinary lemon juice). Taste and add more salt as needed, plus a few grinds of fresh pepper. Gently stir in walnuts and pomegranate seeds.']","['https://images.food52.com/Ha9FDOxXDLP0BOtqULSdPlo85aU=/753x502/21413e7d-b358-493c-8d74-fa16363a7c0c--food52_12-17-12-8480_1-.jpg', 'https://images.food52.com/2VlU_HeO0pjydAHDluKkW6QEUAY=/753x502/068c6d8c-0d0f-4dba-961f-a190678c6a84--Farro_with_Roasted_Sweet_Potatoes_Kale_and_Pomegranate_Seeds.jpg']"
1625,Sweet Potatoes Anna with Prunes,Serves: 6-10,[],"['1. Melt 1/2 pound butter and clarify. (Skim off the foam & milk solids until all that remains is clear butterfat.)', '2. Heat a cup of port and soak ten pitted prunes until slightly plumped, about 20 minutes.  Drain and chop the prunes coarsely.', '3. Preheat oven to 450.', '4. Brush clarified butter onto your favorite eight- or nine-inch round baking dish or oven-proof frying pan.', ""5. Put a layer of potatoes, overlapping in circles, in the dish.  Brush with clarified butter, and salt and pepper.  Put another layer of potatoes and about half the prune pieces.  Salt and pepper.  Brush with clarified butter.  Repeat two more layers, embedding the rest of the prunes at the end and brushing each layer with clarified butter and salt and pepper.  You can do four layers of potatoes or six, it's up to you.  Pack the potatoes tightly.  If there's a little butter left at the end, it's no big deal."", '6. Bake at 450 for 45-60 minutes until crisp and tender.', '7. Remove from oven when crisp and tender.  After a few minutes, flip onto a serving plate.']","['https://images.food52.com/NTrqAWAkmF6LErWdTVqd_yC8Vvk=/753x502/019707ac-b16b-4733-ae4a-9a1eb6671f66--2016-1028_sweet-potatoes-anna-prunes_bobbi-lin_11026.jpg', 'https://images.food52.com/BsOhj6KE1ftoI91gkMSBSdV36fY=/753x502/487ba10e-cabe-4add-98f7-ff2eb7a23871--112309F_302.JPG']"
1598,Sweet Potato Soup with Feta and Za'atar Oil,Serves: 6 to 8,[],"['1. In a small pot, combine \xc2\xbc cup olive oil and the zaatar.  Cook over medium heat until hot, but take care not to burn the zaatar.  Set aside for at least one hour to cool and infuse.', '2. In a large pot, heat the butter and remaining olive oil over medium high heat.  When the butter has melted, add the onion, carrot, and leek, and cook until softened, about five minutes.  Add the sweet potato cubes and saut\xc3\xa9 for another minute.  Add the water, stock, and bay leaf, and bring to a boil.  Once the soup begins to boil, lower to a simmer and cook for 30 minutes.  Check to make sure the sweet potatoes are completely soft. If not, continue cooking until they are.', '3. Remove the bay leaf and puree the soup using a regular or immersion blender.  Check the seasoning and add the salt (you may need more or less depending on what type of stock you used). Ladle out the soup into individual bowls.  Crumble some feta into each bowl, and drizzle each bowl with some of the zaatar oil.']","['https://images.food52.com/ki6ATrMUuFa01obf75A5NAbg0qE=/753x502/a61085fd-ffc6-4679-b75b-3a51e0fcae59--2016-1109_sweet-potato-soup-with-feta-and-zaatar-oil_alpha-smoot_460.jpg', 'https://images.food52.com/nc8uxaoU_J-pCax4tLMPR5gXDRI=/753x502/07c1e59b-97ef-4210-af10-7ca7c57e282b--soup.jpg', 'https://images.food52.com/Z8kEg0tmqLn02bbMUhJIaNQevnQ=/d99d3c2f-f8a1-47fd-888a-3da70931989a--111709F_110.JPG', 'https://images.food52.com/OGNn9eTHFVLC0N2yzt8yEWT5mdI=/eea41011-3cc6-434e-84bf-f0fd5e083d5c--111709F_166.JPG', 'https://images.food52.com/68Mt57u0lLqjEaYJflW6PZTtDJg=/4f3c4e4f-9b4b-4497-b34d-961d3e3c5736--111709F_181.JPG', 'https://images.food52.com/Dbjx59Sm6QxL3-BkulWrwKLXDl8=/f43a8a91-fe39-48e4-a332-63303bab6550--111709F_209.JPG', 'https://images.food52.com/A1G-m6PUFPLV8emLmXF9lRClpns=/154fcfc1-978f-4e01-9b23-3de4719be1c9--111709F_224.JPG', 'https://images.food52.com/eZ8NaZBGsAXDoSTFm-VkAc69Hew=/9e42a376-77fa-4fbc-9348-5c4c8ce1303e--111709F_232.JPG', 'https://images.food52.com/F_dfE4sL59jEoePINPgLv9FGYMo=/9a08c45f-ae57-4b09-bc3e-fe333e195b40--111709F_235.JPG', 'https://images.food52.com/pPth92WrBvtXTgzNmwONW4Bq1nA=/730c018f-cae5-4fa5-a1ab-14ce41fc240a--111709F_242.JPG', 'https://images.food52.com/AHp6YJApAsKlY6lmCfKKssEh8C8=/616375fe-0196-4f3e-9d81-9ab2695b034d--111709F_247.JPG', 'https://images.food52.com/qK1zT5Shs0zIh5fKEC0N6DDadko=/76ff662f-9c74-49b0-9d78-1f5a0aa875fd--111709F_252.JPG', 'https://images.food52.com/jZ7j4IlTzldJbsct-vCSWfiMo_M=/ad3a7a5c-2e02-4a7b-98a6-5346b273a89f--111709F_523.JPG', 'https://images.food52.com/EuStVc4E9JhhGoDM9df5RwB6saE=/ac73a2d9-bfe3-4523-ab68-ffc08301fe5b--111709F_525.JPG', 'https://images.food52.com/09HRoAxnxAdPnIX8NJ5dzXSow2I=/aa029182-0a1f-4435-bced-1df6cec5e7bf--111709F_529.JPG', 'https://images.food52.com/Ldqx0IJN0u6IvpUaKklnEaisq0Y=/3f51b125-815f-4e1b-83a6-c9d5fae5154d--111709F_545.JPG', 'https://images.food52.com/TPxvlkRUpSfPU1dW3NJ3KRMywOo=/04606d24-dd59-4763-a666-c0728067fdcd--111709F_555.JPG', 'https://images.food52.com/P0QnuwB9D2e_nvljpfp1SfbnNZY=/0a3a6089-bfdd-4081-8049-ab2518c220ca--111709F_593.JPG']"
14502,Whole Grain Sweet Potato Muffins,Serves: 8 to 12,"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Breakfast Baked Good', 'This recipe was entered in the contest for Your Best Holiday Breakfast II', 'This recipe was entered in the contest for Your Best Root Vegetable Side']","[""1. Note: If you haven't roasted your sweet potato already, pierce all over with a fork and roast for 45 minutes to an hour at 400\xc2\xb0 F until a knife slides through without resistance. Allow to cool."", '2. Preheat (or reduce, if you followed step one) the oven to 375\xc2\xb0 F. Grease or line with paper liners 12 muffin cups. Mix the dry ingredients in a large bowl. In another bowl mix together the remaining ingredients, and fold these wet ingredients into the dry mixture until just combined. This batter is thick; you may have to add more liquid, depending on whether you use buttermilk, vinegared milk, or yogurt.', '3. Fill the muffin cups approximately 3/4 of the way full and bake for 20 to 25 minutes.  Allow to cool for five minutes, then twist the muffins out and set on their side over the wells in the muffin pan (as shown above).  This will allow the muffins to cool without getting gummy and damp.']","['https://images.food52.com/hYN70rZlIByVhjajbUJSzy938DM=/753x502/76834468-4b97-45a7-9af9-a1fccec2013b--2014_1202_F52edit_WholeGrainSweetPotatoMuffins2140.jpg', 'https://images.food52.com/tWPBr_uxYJRxabULVj4Qr8q_Tm4=/753x502/4e3e40c6-92ca-4b8c-bf7f-999f9022ba1e--2014_1202_F52edit_WholeGrainSweetPotatoMuffins2142.jpg', 'https://images.food52.com/9zIzjHIUP_mL3y-FNLBY4QkcY5A=/753x502/c6829116-7149-43de-b2fb-ab542aafe25f--Sweet_potato_muffins_1.jpg']"
7939,Sweet Potato Parsnip Latkes with Feta and Leeks,"Serves: 4 as a light meal
                  Prep time: 30 min
                  Cook time: 30 min",[],"['1. Melt the butter (or heat the olive oil) in a saucepan over a medium heat. Add the leeks and a pinch of salt and saut\xc3\xa9, stirring occasionally, until the leeks have softened and are beginning to color (about 10 minutes).', '2. While the leeks are cooking, wash and peel the sweet potato and parsnips. Grate on the coarse holes of a box grater, and place in a large bowl (if you have no patience for hand-grating, you can use the shredding disk on a food processor, but place about \xc2\xbc of the mixture back in the bowl of the processor with the regular blade and pulse a few times). Add the salt, pepper, nutmeg, feta, egg and matzo meal. Stir to combine. Mix in the cooked leeks.', '3. Pour the canola oil to a depth of 1/2-inch in a frying pan\xe2\x80\x94you can use the pan used for the leeks, and additional pans if you\xe2\x80\x99d like to make quick work of it. Heat the oil over a medium flame until hot\xe2\x80\x94if you drop in a shred of the latke mixture, it should bubble vigorously. Shape about 3 tablespoons of the latke mixture into a round shape (I like to pack a 1/4 cup measure mostly full), and place in the oil. Flatten slightly to form a small pancake. Repeat as many times as your pan space allows. Cook the latkes until well-browned, 5 to 7 minutes, then flip and brown the other side. These latkes are more delicate than standard potato pancakes (especially when warm), so be delicate. When the second side has cooked, place on a plate lined with brown paper, stacking as needed. If you want to be extra-good, now and then strain out any rogue bits that have floated into the oil before they burn (or leave them in, for a taste closer to what grandma would have made). Serve. Or...', '4. If you\xe2\x80\x99re not serving at once, layer the cooled latkes in a sealed container with parchment between the layers, and freeze. To serve, preheat the oven to 375\xc2\xb0 F. Place the latkes on a cookie sheet (you can place them on a rack on top of a cookie sheet for a crisper result, but usually the sheet is fine for me), and cook until they have colored a bit more and are heated through and sizzling (10 to 15 minutes).']","['https://images.food52.com/Ay1xN7FptZhgbhB0kVv3S1W7t5U=/753x502/100786c6-bf4d-4d89-8acb-ebfb7360742f--latkes.jpg', 'https://images.food52.com/-uKHIBBOH3qDLX15dzVRrVKtOlw=/753x502/a2610ce1-a21a-44cc-b96c-1e88199a980f--sweet_potato_parsnip_latke.jpg']"
13496,Beer Braised Pork Chops with a Kick,Serves: 2,['This recipe was entered in the contest for Your Best Chili Pepper Recipe'],"['1. Trim pork chops of any fat. Season both sides with salt, pepper, and chili powder.', '2. Heat up a deep sided, medium size pan (that has a lid). When pan is hot enough that a few drops of water dance across the surface, add the oil. Place the pork chops in the pan, hear that beautiful sizzle, and let sit for 3-4 minutes to allow optimal browning. Flip and brown the other side for another 3-4 minutes. Once both sides are browned, remove pork chops from pan.', '3. If needed, add some more olive oil. Add garlic, shallot, and jalapeno into pan and allow to sweat and cook until soft and slightly brown, infusing the flavors of the vegetables into the oil, about 3-4 minutes.', '4. Pour about half of the beer into the pan, and scrape up any brown bits. Bring to a boil. Nestle the pork chops back in the pan, and cover, bringing heat to low. You want the liquid level to hit around halfway up the pork chop. Let braise in the beer for 10-15 minutes. If you have any beer leftover, no one\xe2\x80\x99s judging- finish that bad boy while the meat\xe2\x80\x99s cookin.', '5. After chops are done simmering, plate each chop and top with some of the jalapeno-shallot-beer sauce. Oh yeah, and enjoy!']","['https://images.food52.com/di6VSewIALLv1b57I3MN15tVQ6U=/753x502/6e7f25eb-ea7a-48ea-9128-321c6487a16f--IMG_0446.jpg', 'https://images.food52.com/A0T8b8MQ0P2AxfPMzgS7VHz8BqI=/753x502/24c363e6-39f2-48d7-be99-ae24bf7d203c--IMG_0457.jpg']"
23946,Pork Chops with Rosemary-Roasted Grapes,Serves: 4,[],"['1. Preheat oven to 475\xc2\xb0 F. On a large rimmed baking sheet, gently toss grapes and rosemary with 1 tablespoon olive oil. Roast 13 to 15 minutes or until grapes begin to burst.', '2. Meanwhile, heat a large cast-iron skillet over high heat until very hot. Season pork chops with salt and pepper. Add remaining oil to skillet and cook, turning once, until pork chops are just browned on both sides and just cooked through, 3 to 4 minutes per side. Set pork aside to rest.', '3. Toss grapes with butter and lemon juice. Serve pork and grapes with salad.']",['https://images.food52.com/OPKXYzGhau1p7-pLclM75hxZNzo=/753x502/3801a28a-245c-4aa1-996f-12e3f7cf4476--pork_and_roasted_grapes_F52.jpg']
37456,Pan-Seared Pork Chops with Blueberry Herb Sauce,Serves: 4,['This recipe is a Community Pick!'],"['1. Using a mortar and pestle (or a medium-sized bowl and the back of a wooden spoon), muddle the berries, cilantro, and parsley until nearly all of the berries have burst.', '2. Add the shallot, garlic, salt, black pepper, crushed red pepper, Champagne vinegar, and olive oil, and mix to incorporate. Taste and adjust seasonings. Cover and set aside until ready to use (at least 30 minutes, or up to 3 days in the refrigerator.)', '3. Pat pork chops dry with paper towels.', '4. In a cast iron or other heavy-bottomed skillet, heat the vegetable oil over medium-high heat. While the skillet is heating, season the pork chops with salt and pepper. (They should be well-covered in the seasonings, including the sides and fat.)', '5. Once the oil in the skillet is hot, add the pork chops and cook them for 8 minutes, flipping the chops every minute to achieve an even, golden color. (Note: You may need to work in batches if the pork chops don\xe2\x80\x99t all fit in your skillet\xe2\x80\x94they will not brown properly if overcrowded.)', '6. Add the butter to the skillet. Once melted, spoon the butter over the tops of the pork chops, remove them from the heat, and let them rest for 3 minutes. Serve immediately, with the blueberry herb sauce on top of the chops or on the side.']",['https://images.food52.com/_4KhGwrBdXtIqNikKfZTtrAkeh4=/753x502/5282b9a0-c77a-4c89-84a4-0a5b85edae77--150724_PorkBlueberryHerbSauce-14.jpg']
31451,Pan-Fried Pork Chops with Vinegar Peppers,"Serves: 4
                  Prep time: 10 min
                  Cook time: 25 min",['This recipe is a Community Pick!'],"['1. Seed and slice the peppers as desired. Pack them into a 1 1/2-cup Ball jar. Fill the jar with water, then pour the water into a measuring cup, noting the amount. Pour out half the water and replace it with vinegar (you\xe2\x80\x99ll likely have about 8 ounces of liquid in all).', '2. Pour the vinegar and water into a sauce pan. Add the sugar and salt. Bring to a simmer. Immediately pour the liquid over the peppers in the jar. Screw the lid on the jar and let the liquid cool to room temperature, then refrigerate until ready to use (the peppers should be in the liquid at least 24 hours, and will keep for several weeks).', '3. Remove the pork from the refrigerator an hour before cooking them and season aggressively with salt and pepper.', '4. Preheat your oven to 350\xc2\xb0 F.', '5. Generously coat the bottom of a large skillet with olive oil over high heat. Just before the oil smokes, add the pork chops and cook until they are nicely seared. Flip them and place the skillet in the oven for 5 to 10 minutes or until done as desired (they should be semi-firm to the touch -- not squishy, not stiff -- if you want the pork juicy, which I hope you do).', '6. While the pork finishes, put the peppers along with half the pickling liquid into a small skillet over medium heat until they\xe2\x80\x99re heated through.', '7. When the pork chops are done, remove them to a platter and let them rest for a few minutes. Serve topped with hot vinegar peppers and juices.']",['https://images.food52.com/dGu3jGx1hwkXOfhRiN-Du329lRw=/753x502/efec2c09-c618-43a1-8026-dbdd8278c16a--2014-1014_pork-chops-with-vinegar-peppers-008.jpg']
39507,Apple and Sage Brown Butter Pork Chops,Makes: 6 pork cutlets (enough for 3 people),"['This recipe is a Community Pick!', 'This recipe was entered in the contest for Your Best Recipe with Brown Butter']","['1. Cut your onion into long thin strands - I use a mandoline. Use what you need and freeze the rest for another day.', '2. Cut apples into chunks - quarter the apple, then cut each quarter into thirds lengthwise, then cut each slice in half crosswise.', '3. Sage brown butter. On med-med high heat melt the butter (low & slow) until it starts to foam & turn brown. Add the sage brown for 15-30 seconds.', '4. Add onions. Sautee until caramelized (again, low & slow)', '5. Add apples. Stir until apples are covered in the butter', '6. Add thyme & rosemary...stir', '7. Sprinkle brown sugar and cinnamon...stir', '8. Add pork chops - you can either remove the apples, brown the chops and then add the apples back or just push the apples out of the way so the chops are touching the pan. Brown on one side. Flip brown & cook through on the other side. (The apples and onions can be on top of the chops while they are browning to give flavor.) At this point sometimes (not always, depends how fast they are cooking and how much butter and juice released from apples there is) I add just a teeny bit of water (or apple cider if you have it) and cover to make sure the chops are cooked through and softens the apples if needed. The chops are thin so they cook pretty quickly']",['https://images.food52.com/8rextMxvuTNDlRJDShYGCbR1OFQ=/753x502/fb6ab1b5-7288-4551-ac0d-891f227c4b20--SCJAPWvh0PW_cEIX7vMROzB62OMRC0tia3WmG8j4smw.jpeg']
27220,"Kale, Cabbage, and Brussels Sprout Chopped Salad",Serves: 8 to 10,['This recipe is a Community Pick!'],"['1. Wash and spin dry the kale, and then cut it, plus the Brussels sprouts and the cabbage, in small squares, about 1/4-inch by 1/4 inch. For the kale, it works best to rib the leaves, roll them into fat cigars a few leaves at a time, then chiffonade them. Keeping the slices together and uniform, turn them 90\xc2\xb0 counter clockwise and make even slices lengthwise, about a 1/4-inch apart. (The same method works for the cabbage.)', '2. Halve the Brussels sprouts lengthwise, cut each halve in half, and, with them lying cut-side down on the cutting board, slice them like you would an onion. Don\xe2\x80\x99t stress about technique too much here -- the important part is that everything is roughly the same size -- if it\xe2\x80\x99s easier for you to just chop and mince like you would a pile of herbs, go ahead and do that.', '3. Place all chopped vegetables in a large bowl, add sugar and salt, and massage the greens slightly until they no longer feel raw. This salad will only improve if you do this a few hours ahead of time, but it\xe2\x80\x99s not necessary. (At this point, the salad can sit for up to 2 or 3 days. It will lose water, so be sure to drain before continuing on.)', '4. To make the dressing, combine the vinegar, mustard, salt, sugar, and Worcestershire sauce in a blender, and blend until the color lightens and everything is combined. (You can also use a whisk and a strong arm for this.) Slowly stream in the olive oil, and then the hazelnut oil, if using -- you\xe2\x80\x99re looking for everything to be thick and emulsified. (This dressing will last for 2 weeks in the fridge.)', '5. Add dressing to greens, a few spoonfuls at a time -- you want a well-dressed salad but not a soggy one. (Keep in mind you will have leftover dressing, so no need to use it all.) Fold in the sesame seeds and pistachios, and serve.']",['https://images.food52.com/C0TRHZM7EghcxoxeIrwXUIB1Yyc=/753x502/e52c9649-7d50-4107-97e5-e16023d91505--untitled_58_of_58-.jpg']
39362,"Mushroom, Kale, and Sausage Strata",Serves: 5 to 6,['This recipe is a Community Pick!'],"['1. Set broiler to high. Arrange kielbasa pieces cut side facing up on a foil-lined baking sheet. Broil for about 5 minutes, until the sausage is heated through and the outside edges are crisped up and dark. Remove sausage from sheet and allow to cool slightly before chopping into 1/2-inch pieces. Set aside.', '2. In a large bowl, whisk together eggs and milk, plus a good amount of salt and pepper.', '3. Heat butter and 1 tablespoon olive oil in a pan over medium-high heat until butter is melted. Add mushrooms and sage, and season with salt and pepper. Cook, stirring occasionally, until mushrooms are well browned and fragrant, 8 to 10 minutes. Set aside.', '4. Add remaining 1 1/2 tablespoons olive oil to the same pan and set over medium-high heat. Add the kale, and season with salt and pepper. Toss and cook until kale is just wilted, about two minutes.', '5. In a well-greased casserole dish, layer half the bread cubes, mushrooms, kale, kielbasa, and cheese. Then layer the whole deal again, ending with cheese. Pour the egg mixtures evenly over the dish, filling in the crevices. Cover the dish with tin foil, and stick it in the fridge overnight. Remove dish 20 minutes before baking.', ""6. Preheat oven to 350\xc2\xb0 F. Bake strata with tin foil still on for 30 to 40 minutes, until the mix is set and doesn\xe2\x80\x99t jiggle when you shake the dish; then, remove foil and continue baking for 10 minutes more, allowing the top to brown. Remove from oven and slice into big ol' hunks to serve.""]",['https://images.food52.com/B7Ot6ikcYqAuwSH1e1kO7lE9VzA=/753x502/dd1d8923-4f56-4425-9933-bd2d56fab2e9--2015-1117_mushroom-sage-and-sausage-strata_james-ransom-013.jpg']
18080,Lacinato Kale & Mint Salad With Spicy Peanut Dressing,"Serves: 4 as side/2 as main
                  Prep time: 10 min",[],"[""1. Toss the chopped kale, chopped mint and the walnuts together. If you haven't made the dressing yet, do that next."", '2. Put the peanut butter, warm water, garlic, rice wine vinegar, pomegranate molasses, soy sauce, minced ginger, sesame oil and red chili flakes into a blender and whirl away at high speed until everything is smooth.', '3. Toss the dressing with the salad.  Maybe not all at one time.  Pour and toss about half of the dressing and then decide if it needs more.']","['https://images.food52.com/u2Jzpwan8_dgOYwZkfItDl7RjPw=/753x502/d1edf2a3-87c4-4164-8538-c9f840b9943a--05-28-13-kale-salad-005.jpg', 'https://images.food52.com/IEQZ2ghjKRc5BEahkTQbDorD7rw=/753x502/fff698fc-4387-40ea-bc26-1d8e03b9b8ee--IMG_0907.jpg']"
37882,"Couscous, Fennel, Mint, and Roasted Lemon Salad",Serves: 6 to 8,['This recipe is a Community Pick!'],"['1. Preheat the oven to 350\xc2\xb0 F (180\xc2\xb0 C).', '2. Add the water to a medium-sized saucepan, add a pinch of salt, and bring to the boil.', '3. Pour the couscous into a large bowl, then add the boiling hot water and cover the bowl with cling film or a lid.', '4. Set to one side and leave to steep for 5 to 10 minutes, until the couscous has absorbed all the water.', '5. Meanwhile, thinly slice the lemon, lay the slices out on a roasting dish, and set in the oven for 5 to 10 minutes, until the edges begin to soften.', '6. Roughly chop the fennel and the mint. Uncover the couscous and fluff it up with a fork, then add the fennel and the mint, tossing them all together like a salad.', '7. Add the hot roasted lemon slices, drizzle with oil, and toss once again before serving.']",['https://images.food52.com/mZY3VxqEAbTXOxQzW1iyRRH4IoQ=/753x502/be5d8ed2-5721-4cb7-b6a8-1138a17905e1--untitled-8236.jpg']
5696,Beets and Herbs Salad,Serves: 4 to 6,['This recipe is a Community Pick!'],"['1. Heat the oven to 375 degrees. Lay a large sheet of aluminum foil on a baking sheet. Scrub the beets and lay them on one end of the foil. Sprinkle with 1 tablespoon oil and season with salt. Fold the foil over the beets to make a packet and roll the edges to seal. Bake until the beets are tender, about 30 minutes. Let sit on the baking sheet until warm but not hot.', '2. While the beets are still warm, peel them (I find that pressing against the sides of the beets with your thumb loosens the skins) and slice into 1/2-inch wedges. Add the wedges to a serving bowl as you go.', '3. Whisk together the mustard, vinegar and a pinch of salt and pepper. Gradually whisk in the remaining 3 tablespoons oil, until the dressing is emulsified. (You can also just throw everything into a jar, screw on the lid tightly and shake until emulsified.)', '4. Pour about half the dressing over the beets. Sprinkle in the herbs. Season generously with pepper. Toss well, then taste and adjust seasoning, adding more dressing or salt as needed. Let sit for at least 20 minutes before serving.']",['https://images.food52.com/5XS-hPO8QvCQ4tLvZ0u0DKyG_vY=/753x502/ff130da9-b7db-4d58-a123-dd65e616cc64--4775687211_987b257882_o-1.jpg']
24411,Brussels Sprouts with Pine Nuts and Thyme,Serves: 4 to 6,[],"['1. Warm the olive oil in a large pan over medium-low heat, add the garlic and let flavor the oil for 3 to 5 minutes without allowing the garlic to caramelize.', '2. Lightly salt and pepper the brussels sprouts in a bowl and toss.', '3. Add brussels sprouts, cut side down into the pan. Increase to medium heat. Add the wine and immediately cover for 10 to 15 minutes without disturbing the sprouts.', '4. Remove the lid and increase heat to medium high heat. When the liquids have evaporated, sprinkle the pine nuts over the top and add the thyme.', '5. Brown the sprouts, leaving them cut side down and then toss over high heat until the nuts and uncut sides of the sprouts have been slightly toasted, about 1 to 2 minutes.  Add additional salt and pepper to taste.', '6. Serve while warm. Top with Parmesan if desired.']","['https://images.food52.com/LyK7vjZuP44qq8daPYP65buhsTA=/753x502/29f1938b-57bc-44a2-b7cf-fd5a8871f986--2014-0127_WC_brussels-sprouts-broccoli-tangerine-aoli-005.jpg', 'https://images.food52.com/XXUSB3cXbK2_cMSp6CUWfi7CHWI=/753x502/816a4317-479e-4f78-8271-25bbf7f135e1--brussels_sprouts.jpg']"
1060,Roasted Butternut Squash Coconut Curry Puree/Soup,Serves: 6,[],"['1. Preheat oven to 375\xc2\xb0\xc2\xa0F and coat a large cookie sheet with olive oil.', '2. Sprinkle each half of butternut squash with salt and pepper and lay cut side down on cookie sheet. Bake for about an hour until fork tender.  Let cool for a bit and peel skin off, I used an old grapefruit spoon but you could use a paring knife. Cut into chunks.', '3. While butternut squash is roasting you can get started on the soup. In a large heavy bottomed pot heat up coconut oil at medium heat. Add the onions, garlic, and ginger and saut\xc3\xa9 till onion turns translucent (about 8 minutes). Add the red pepper and jalape\xc3\xb1o. Season with salt and pepper and cook for about another 10 minutes (stirring and taking care not to burn).', '4. Add in soy sauce, red curry paste, garam masala/curry powder and stir to coat. Add the coconut milk, veggie broth, and 2 1/2 of the roasted butternut squashes and stir to combine. I used my potato masher to further mash up the butternut squash.', '5. Bring to a boil and simmer for approximately 30 minutes. Puree if desired in batches in blender. Return to pot and add extra broth depending on how thick/thin you want it to be and season to taste.  When ready to serve, sprinkle the cilantro over it.']",['https://images.food52.com/8dg1XsDhq3I4n00UOztinzmTQ4U=/753x502/b8a454e6-d24a-4753-adfd-87cf2932a427--1012009F_0787.JPG']
19148,Cast-Iron Skillet Cornbread,Serves: 8,[],"[""1. Preheat an oven to 425\xc2\xb0 F. Heat a 10-inch seasoned cast-iron skillet in the oven for 10 minutes, until it's very hot."", '2. Combine the cornmeal, baking soda, and salt in a small bowl. In a separate, large bowl, whisk together the eggs, yogurt, and maple syrup.', ""3. Remove the hot skillet from the oven and add the butter, swirling it until it's melted (it's okay if it slightly browns). Working quickly, pour the hot, melted butter into the egg and yogurt mixture, and whisk until combined. Add the dry ingredients and whisk until just combined. Pour the batter into the hot skillet and and bake until golden, about 20 to 25 minutes. Allow cornbread to slightly cool before cutting.""]",['https://images.food52.com/JjxdPT5zGcXmKAewSj390MYmaYM=/753x502/d87e3560-16fa-40cd-a6c2-dcfe04ef3d12--2015-1022_cast-iron-skillet-cornbread-019_james-ransom.jpg']
